gender,top_color,top_style,top_category,bottom_color,bottom_style,bottom_category,top_url,bottom_url
women,Black,Plaid,Top,Brown,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319180917792_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319180917792_500.jpg
women,White,Plaid,T-Shirt,Orange,Plaid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728225848588_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728225848588_500.jpg
women,Beige,Plaid,Dress,Pink,Plaid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724140816305_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724140816305_500.jpg
men,Black,Plaid,Sweatshirt,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330185846556_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330185846556_500.jpg
women,Black,Solid,Dress,Beige,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724202913971_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724202913971_500.jpg
men,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727145513601_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727145513601_500.jpg
women,White,Solid,Dress,Yellow,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727152458136_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727152458136_500.jpg
women,White,Plaid,Dress,Pink,Plaid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324102806575_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324102806575_500.jpg
men,Black,Striped,T-Shirt,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170327234348883_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170327234348883_500.jpg
men,White,Solid,Shirt,Red,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102204329270_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102204329270_500.jpg
women,Black,Floral,Top,Beige,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331152924293_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331152924293_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728160016957_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728160016957_500.jpg
women,Black,Striped,Top,White,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228115540413_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228115540413_500.jpg
women,Black,Spotted,T-Shirt,White,Spotted,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719232825789_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719232825789_500.jpg
women,Black,Plaid,Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727174322078_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727174322078_500.jpg
women,White,Solid,T-Shirt,Beige,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324212137701_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324212137701_500.jpg
women,Black,Solid,Dress,Beige,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724125804240_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724125804240_500.jpg
women,White,Solid,Dress,Brown,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190722071603406_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190722071603406_500.jpg
women,White,Floral,Kimono_Yukata,Beige,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180102171622294_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180102171622294_500.jpg
women,Black,Solid,T-Shirt,Orange,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101191839407_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101191839407_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228171429938_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228171429938_500.jpg
women,Black,Floral,Dress,White,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728113648819_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728113648819_500.jpg
men,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728110107012_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728110107012_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324121513501_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324121513501_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229125002195_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229125002195_500.jpg
women,Black,Solid,Top,Beige,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319203808797_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319203808797_500.jpg
women,Black,Striped,Dress,White,Striped,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324115430015_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324115430015_500.jpg
women,Gray,Floral,Top,White,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728152444546_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728152444546_500.jpg
men,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324125837260_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324125837260_500.jpg
men,Black,Solid,Coat,Black,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171231092814898_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171231092814898_500.jpg
women,White,Striped,Top,Blue,Striped,Top,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728183813457_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728183813457_500.jpg
women,White,Striped,Shirt,Beige,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725143457065_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725143457065_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075557517_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075557517_500.jpg
women,Black,Floral,Jacket,Red,Floral,Jacket,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324120107440_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324120107440_500.jpg
women,White,Striped,Top,Brown,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191027153729784_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191027153729784_500.jpg
women,Black,Floral,Dress,Green,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723063501953_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723063501953_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324133342167_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324133342167_500.jpg
women,White,Floral,Kimono_Yukata,Pink,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728105648713_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728105648713_500.jpg
women,Black,Solid,Top,Blue,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018190925614_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018190925614_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227160911186_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227160911186_500.jpg
women,Black,Floral,T-Shirt,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321172949421_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321172949421_500.jpg
men,Black,Floral,T-Shirt,White,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727171944321_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727171944321_500.jpg
women,Gray,Spotted,Jacket,White,Spotted,Jacket,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322110455268_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322110455268_500.jpg
women,Black,Solid,Top,White,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190721061417589_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190721061417589_500.jpg
women,White,Floral,Kimono_Yukata,Brown,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728142758979_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728142758979_500.jpg
men,Black,Solid,T-Shirt,Gray,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107195645100_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107195645100_500.jpg
women,Black,Floral,Shirt,Blue,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328100445304_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328100445304_500.jpg
men,Black,Striped,Top,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331190401319_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331190401319_500.jpg
men,Black,Solid,Shirt,Blue,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723165939485_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723165939485_500.jpg
men,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725123100974_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725123100974_500.jpg
women,Black,Spotted,Dress,White,Spotted,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727233646826_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727233646826_500.jpg
women,Black,Solid,Top,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330170747106_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330170747106_500.jpg
women,White,Plaid,Top,Pink,Plaid,Top,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728234448318_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728234448318_500.jpg
women,Black,Floral,Top,Gray,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103103112174_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190103103112174_500.jpg
women,White,Striped,T-Shirt,Beige,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320131423301_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320131423301_500.jpg
women,Black,Striped,Top,Gray,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102101933560_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102101933560_500.jpg
women,Black,Floral,Top,White,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229164949102_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229164949102_500.jpg
women,White,Floral,Dress,Beige,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727133905402_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727133905402_500.jpg
men,Black,Plaid,T-Shirt,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190326131839854_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190326131839854_500.jpg
women,White,Floral,Swimwear,Pink,Floral,Swimwear,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170731115733452_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170731115733452_500.jpg
